mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,Genre
-113.59882,121.57067,-19.162262,42.363937,-6.362266,18.621931,-13.699734,15.339802,-12.274304,10.970945,-8.326061,8.802088,-3.6699412,blues
-207.52383,123.98514,8.947019,35.86715,2.9095945,21.519474,-8.556513,23.370676,-10.103608,11.899242,-5.558824,5.3778763,-2.234492,blues
-90.757164,140.44087,-29.084547,31.686693,-13.976547,25.753752,-13.66499,11.634442,-11.778322,9.714756,-13.125314,5.791247,-8.901968,blues
-199.57513,150.0861,5.663404,26.855278,1.7700713,14.232647,-4.8278446,9.286853,-0.7561202,8.134435,-3.200026,6.078081,-2.478445,blues
-160.35417,126.20948,-35.581394,22.139256,-32.47355,10.850701,-23.35007,0.4932492,-11.796538,1.2035191,-13.084959,-2.8104992,-6.9344707,blues
-177.80174,118.20316,-17.57063,30.760927,-21.742554,11.919263,-20.734299,3.1852882,-8.580818,-0.93288505,-11.772245,-2.408764,-9.348446,blues
-190.0688,130.27023,-36.362114,33.036213,11.093892,-0.5918819,-20.890266,0.27844238,-6.496385,-5.5127354,-7.847404,-3.1243007,-6.6028214,blues
-179.3723,136.44833,-26.662588,39.96545,5.310894,10.919135,-20.559534,8.503361,-11.349764,-3.470555,-8.415842,-6.957211,-3.5460427,blues
-121.38979,122.49833,-14.734729,46.122135,-8.179258,20.172466,-19.171894,23.036839,-11.832729,21.154655,-6.7227974,6.989506,-12.730549,blues
-213.26424,115.16476,-11.69817,39.015358,-20.34833,13.082702,-9.182701,9.017152,-14.104312,4.271254,-6.0507803,3.7858355,0.22263543,blues
-173.81046,137.17355,-23.72303,26.979677,-16.67521,4.1947303,-12.571788,5.851669,-2.8769507,-1.178381,-1.9682406,1.8011796,-3.0069504,blues
-287.9319,124.010765,5.4674478,33.66307,1.091654,14.703699,-4.8811417,8.668892,0.7843316,6.57608,-4.875815,-3.176761,-5.5382586,blues
-207.2383,132.82741,-15.45408,60.980972,0.71902627,12.4613285,1.163385,-1.5329198,-17.89585,8.360363,-2.4596508,-0.58463913,0.37226442,blues
-209.80392,124.46476,10.309394,47.016357,6.478227,15.41512,-2.0159419,6.7262187,-21.543222,10.720836,-5.5328465,-2.1957276,-3.0491858,blues
-305.66437,113.07102,12.107334,45.052197,17.734385,14.590071,4.147996,0.22631128,-7.021587,13.646477,8.91421,1.3037987,5.9549794,blues
-238.51962,120.10219,-4.221948,42.294594,5.923822,13.911398,5.350524,1.8952672,-16.928087,12.343145,3.9388995,-1.3966829,0.013027784,blues
-233.77281,120.66434,-3.1640923,39.514828,3.8315241,18.828156,-3.6787386,4.4254684,-14.964929,17.571478,1.8461249,2.5500884,-1.230239,blues
-245.68724,140.48125,-2.7912185,60.404514,18.903513,9.828394,3.563824,0.52286255,-16.378489,6.6293535,7.2584243,-4.021235,1.601125,blues
-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.681745,-16.636873,12.16935,-1.9619533,1.9602653,-0.89822775,blues
-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.48740575,-3.788342,-14.984866,10.428946,-0.3413842,0.7833589,1.7809838,blues
-230.36378,127.07773,7.114696,39.767056,1.9217218,17.410606,-5.626918,8.2406645,-18.116041,13.844725,-3.7571108,2.579849,-4.3167143,blues
-264.67126,138.85434,11.167329,48.523926,14.904313,20.586437,3.2061763,1.2635794,-15.839373,15.975112,3.358218,-1.506641,1.8969209,blues
-233.96312,136.14453,3.3066366,48.930626,8.705184,13.989511,5.3627157,0.4101891,-13.483555,16.860369,5.134752,-2.2307272,3.9538214,blues
-227.2558,137.76518,-14.502318,63.57536,5.6017485,11.988768,1.8891488,-1.8709356,-7.618036,-2.4516423,-2.8980217,-9.433825,-10.939208,blues
-274.37683,130.40738,-6.357468,70.38822,13.269664,9.472181,7.7330894,-1.2365493,-0.57098806,-2.2971625,3.7794154,0.08548226,-0.93685687,blues
-249.31532,131.00032,0.6778697,66.704155,17.911272,4.623277,6.603809,1.2421156,1.4099408,-1.5849273,-0.9725386,-3.5726156,-2.9297993,blues
-284.64056,108.80131,9.085319,51.198063,18.07189,7.6021547,8.755716,2.3540907,0.003367177,2.2484956,4.1991253,-3.283064,1.6176828,blues
-228.20984,130.32317,-23.311424,70.20094,1.1310548,7.584427,0.9005107,1.9828155,-6.1644154,-9.382748,-2.5637798,-4.5257525,-0.2604644,blues
-248.98882,139.05774,-16.27087,57.137146,20.188509,10.186957,4.5429106,0.331072,-7.8745785,-3.4545717,-2.6574361,-2.8329575,-0.90465844,blues
-233.72897,101.19028,17.647955,23.734173,2.0825462,25.936394,-16.956385,15.084952,-22.273954,4.38161,-23.201656,-6.050581,-5.0679264,blues
-206.93233,117.80414,23.241365,28.308992,-1.126013,18.867395,-21.97302,17.844067,-25.595348,2.139523,-17.782476,-8.011028,-17.610441,blues
-221.87302,110.8554,18.636082,30.92296,3.2964358,22.585636,-20.40369,12.121834,-26.332514,-4.367301,-26.395552,-13.047178,-12.667627,blues
-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463247,12.437669,-11.963671,1.5746146,-15.640524,-6.632071,-11.693039,blues
-238.96988,108.68233,34.158817,30.20716,-0.49822134,27.279755,-21.377928,14.166391,-24.509224,-1.8904002,-28.051817,-11.25711,-16.457558,blues
-217.18364,105.78522,15.602848,25.24884,-1.4500507,30.19327,-17.716621,17.319042,-27.213606,4.338282,-20.0573,-10.700285,-14.228785,blues
-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545134,-22.342922,1.3107386,-20.765268,-4.991692,-17.108126,blues
-200.18538,116.348595,17.990738,25.287695,0.28717083,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942,blues
-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.442599,-12.386709,-8.909131,-9.215009,blues
-192.69032,111.157486,21.351843,26.396648,-0.6495015,23.48705,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.053074,-17.632252,blues
-301.70804,111.53328,21.896053,16.150568,8.198791,22.081917,-8.601798,1.482753,-17.077759,-8.343712,-17.01078,-10.576027,-15.687029,blues
-110.285034,90.71587,-2.5352983,74.0649,-11.7630825,39.210945,-13.171311,20.544197,-17.162983,12.8139715,-21.437147,5.957196,-8.026906,blues
-107.203255,88.49288,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.244698,-19.248566,12.076122,-4.582267,blues
-159.5804,69.80602,-4.402107,76.845116,3.914898,45.175888,-4.860274,32.20158,-9.805075,7.809358,-21.826738,9.69575,-2.5847607,blues
-109.14071,100.619644,-8.666454,47.35473,-6.568465,39.617756,-8.521923,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,blues
-109.53125,86.9288,-8.606026,64.480484,-6.302876,43.645935,-8.295385,28.543201,-14.081492,8.137968,-21.48412,11.087112,-5.095304,blues
-163.24342,89.783844,12.974768,80.69835,3.6637852,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.0114055,-2.906491,blues
-182.60481,90.67421,14.124648,67.552986,2.6751463,38.430412,-8.419176,24.123713,-13.794528,4.8405757,-16.67912,5.8271174,-5.1463914,blues
-149.96422,93.663895,6.347333,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112293,-0.13059248,-22.204636,5.4265747,-7.464398,blues
-106.39663,102.66919,-20.160875,59.366917,-9.960423,33.70237,-14.18707,23.524563,-13.328021,16.005512,-18.926495,7.8249483,-7.797836,blues
-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503065,-20.581207,-2.4358413,-7.146028,blues
-83.02948,107.10441,-25.338032,57.1057,0.07983578,34.69768,-11.060306,20.54429,-11.203026,14.825527,-10.235622,12.548191,-9.764642,blues
-55.631004,114.9514,-37.04922,64.900314,-7.1699824,15.256333,-16.24762,18.646315,-9.762152,21.460814,-5.662462,12.79181,-16.540878,blues
-225.26271,117.62649,-14.538812,64.79437,12.911809,19.036669,10.670199,9.886924,-2.3937404,11.683764,1.5412837,3.0635996,-7.6256156,blues
-76.74658,105.751114,-43.19778,60.959892,-8.785325,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.0564647,12.733198,-9.375089,blues
-57.94168,109.0066,-36.21867,64.044914,1.4201567,26.318415,-17.484892,20.42565,-9.550732,18.168364,-6.064984,13.87447,-11.29574,blues
-98.7711,104.79962,-35.097168,60.695198,-2.8405917,22.22947,-7.831078,19.035414,-11.572287,17.017876,-5.3780265,12.197646,-9.955082,blues
-145.29242,102.850784,-12.567545,56.993618,2.2211056,26.614082,-4.29843,17.341423,-8.0161295,15.237474,-6.9487624,7.4706607,-10.477944,blues
-92.73328,115.32343,-35.068222,57.875343,1.8522309,26.613142,-14.536868,22.12833,-8.207463,11.016058,-5.6494255,7.278642,-10.204165,blues
-95.44059,105.23433,-26.953482,60.816486,-4.854668,21.54347,-13.520524,12.13553,-20.231928,12.156194,-5.2262135,10.267819,-9.4598,blues
-86.268684,91.95878,-23.41585,68.26197,-3.8848536,22.747063,-9.897946,16.88897,-11.390698,18.429132,-7.012551,10.759532,-11.943846,blues
-67.761024,111.7113,-34.646255,61.319546,0.044202153,30.56148,-12.693844,21.164927,-13.122508,16.284252,-6.337016,12.300311,-12.475308,blues
-82.52998,94.16451,-27.112604,75.65927,-27.521812,35.577274,-20.303492,25.112028,-15.370209,11.353975,-13.391487,8.147321,-8.500548,blues
-144.92339,95.732994,-21.616442,49.62627,-29.88752,29.351145,-18.850819,17.902308,-9.670823,5.516722,-9.557408,6.359987,-21.088718,blues
-129.15756,72.09806,-7.7710886,49.25128,-32.72323,21.60696,-27.371616,15.001658,-10.260743,12.431697,-17.031103,7.1205482,-18.018095,blues
-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660773,-14.823983,11.181689,-14.806866,8.475102,-19.587511,blues
-118.35662,74.87531,-19.866087,46.944565,-32.55983,23.820112,-26.35521,17.678152,-13.824853,11.931674,-17.888668,7.5392737,-22.89513,blues
-116.60201,97.43107,-13.891732,48.96764,-22.59646,27.759014,-20.245163,18.638863,-14.6395855,8.482747,-16.644682,11.017631,-13.866874,blues
-95.46357,101.38746,-20.677706,48.668915,-30.248262,20.8077,-18.291418,14.138235,-12.79949,13.443616,-14.068502,7.7323494,-19.215456,blues
-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856428,-17.74022,14.707291,-11.190547,15.368716,-15.0683975,8.74908,-18.629265,blues
-121.47392,96.09719,-19.590857,48.038452,-38.784626,24.768978,-32.94141,8.102542,-17.818922,6.1178603,-19.995438,6.800339,-19.33321,blues
-133.04897,105.73889,-22.158222,41.830692,-26.992502,19.118572,-26.566029,19.235983,-15.342011,6.989914,-10.814381,6.7986693,-11.726956,blues
-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.864508,14.617381,-14.972617,10.598986,-18.020245,blues
-118.70431,87.64563,6.5529914,45.102325,-38.911594,20.823198,-26.864548,13.807368,-17.236187,5.1112614,-15.712021,3.9887707,-27.53658,blues
-30.126768,103.738075,-19.742796,56.41043,-12.707871,20.187708,-17.338877,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433,blues
-56.0053,87.851326,-1.6130452,41.199356,-5.6183295,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.7120495,11.851396,-3.9741166,blues
-86.491806,92.72617,-15.342206,54.05328,0.8746949,31.574251,-14.615236,23.328945,-14.971667,15.337374,-7.053954,12.179845,-6.0996003,blues
-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460793,22.40643,-12.25808,27.22263,-9.239789,7.799893,-10.568794,blues
-28.989244,104.531006,-30.983427,38.162052,-8.009196,30.894712,-20.60816,25.823612,-12.974684,16.943222,-12.272945,10.787743,-10.56656,blues
-2.543013,101.26548,-33.930927,41.52805,-13.817938,31.923836,-21.876541,24.47027,-15.8744135,15.808346,-14.370209,12.514341,-13.378112,blues
-3.5798953,92.929634,-25.082928,45.179504,-10.856173,31.863396,-18.04439,28.626354,-10.2277155,14.668069,-14.905226,14.741958,-15.603514,blues
-54.706253,119.48301,-34.87408,37.540634,-15.880536,22.081293,-14.661809,18.532047,-9.647198,11.256581,-11.729359,11.540745,-6.4318557,blues
-27.024073,107.31879,-46.839245,40.927616,-21.476635,24.832186,-18.939482,15.274643,-15.052192,12.273417,-15.24018,14.332184,-13.839795,blues
-29.367115,108.66699,-25.570349,38.460896,-18.340786,21.792147,-25.148397,22.39537,-17.588984,14.681227,-12.085815,5.48115,-7.6935263,blues
-19.882248,98.88733,-24.475315,49.579945,-16.198494,30.193226,-18.027517,27.552814,-11.407699,14.870686,-8.914958,11.668755,-10.89321,blues
-39.007614,112.05693,-31.819195,38.235607,-6.3202114,23.32046,-18.772533,23.931019,-10.932699,13.236961,-14.371818,13.3270645,-10.916337,blues
-180.20891,131.43243,0.60078645,43.153095,14.135329,25.614765,-5.311873,12.027975,-13.535558,-1.105728,-7.6164746,2.714974,0.7783586,blues
-212.79181,139.06325,9.446759,35.453796,12.697431,20.420673,-5.582625,10.889944,-8.73331,8.059619,0.16372377,2.6487746,-1.0296488,blues
-155.5764,125.66273,1.5785832,45.839695,0.9277812,25.383114,-10.812055,15.559012,-11.919289,1.2735378,-6.6728826,-0.78441757,-7.74382,blues
-194.2843,151.84703,-1.1988219,39.188107,16.589046,18.247795,-1.3970139,14.86903,-11.620168,2.4414866,-5.0819397,3.9376056,-0.89880383,blues
-346.85635,139.25108,24.052633,22.281025,18.663773,11.662003,9.016559,6.970993,-2.0330262,5.4127927,1.650389,-2.3577814,3.2000823,blues
-268.21857,135.68166,-34.056377,25.616009,-12.971723,17.903265,-9.99086,5.6340885,-14.143673,7.4931846,-3.9764395,8.258308,-1.3336011,classical
-324.09125,133.56267,-25.030157,24.55361,-11.939921,17.658503,-5.5186734,1.7168901,-10.575925,-0.86057454,-7.80522,3.5297625,5.0546646,classical
-235.30266,141.11952,-34.68189,30.97919,-16.402012,23.11808,-11.041572,7.6543593,-19.016834,4.2267823,-11.8357525,8.917746,-1.4451483,classical
-326.89743,127.400604,-30.596176,37.471397,-5.2961755,20.813564,-1.7786855,-4.6154566,-4.040199,5.2422743,-0.6424489,2.7945673,7.229206,classical
-259.95258,118.92715,-35.608337,31.969566,-16.524868,10.618957,-15.653264,7.425692,-5.82416,8.26638,-17.991137,-1.1879282,-6.356529,classical
-264.33557,138.1797,-30.096487,37.83662,-7.1731243,6.7740793,-11.809729,4.7056303,-9.825993,5.859127,-9.563163,2.6768575,-4.788712,classical
-295.8206,134.5378,-22.434929,40.75837,-5.8729753,9.266152,-11.873936,6.2878857,-8.864132,4.4022946,-9.374512,4.060037,1.6421571,classical
-286.7648,135.92358,-24.435642,36.658123,-6.240166,6.963425,-8.172439,3.8363292,-4.407772,6.43176,-4.1324863,1.5559708,-4.3460455,classical
-292.093,127.76223,-29.910957,37.434177,-9.569949,5.109292,-13.825463,7.040886,-7.0332546,6.498645,-9.904662,4.711042,0.3650689,classical
-356.10693,139.79785,-6.2831244,43.18759,-8.871487,11.056036,-8.395703,4.420256,-8.280071,8.684677,-8.132967,3.4333065,-1.4450535,classical
-315.01526,128.71162,-28.93394,30.832693,-8.987341,7.994575,-9.845814,1.4287152,-8.980799,6.0593615,-3.3081124,7.6189456,3.8063478,classical
-385.35327,177.20355,-9.33685,24.37912,5.7992835,-4.5660625,-6.359218,-6.949474,-4.122529,3.8736925,-0.33930987,-0.93730855,-3.6557696,classical
-362.7318,143.90761,-19.005598,30.651041,1.0206411,0.27225098,-7.991961,-3.8471584,-8.934133,3.276335,-4.429236,3.6627498,4.925432,classical
-343.14352,140.10466,-20.91952,32.316124,-3.6832788,2.940859,-10.663066,0.31063077,-5.795961,7.683308,-3.6783319,2.5477433,-3.4992898,classical
-324.6393,147.81375,-31.926256,27.40502,-4.5023103,-4.1688004,-12.59746,-5.1306887,-7.7447653,0.84441334,-8.192252,-0.82764465,0.9923773,classical
-449.5024,124.97929,-19.903538,27.45521,-5.7697797,2.218913,-6.560758,10.581615,3.3420115,14.380344,1.979647,5.2490325,4.427051,classical
-482.57535,154.85045,-5.0330453,29.729904,-1.8655616,8.21654,-4.778444,9.632519,-3.3466733,4.5306034,-10.102243,-0.6701807,-2.4489703,classical
-311.5614,148.68465,-33.492855,10.352457,-12.897486,1.2300146,-12.900196,0.80692005,-9.733505,2.0582032,-5.113307,6.7274017,4.6117973,classical
-405.63312,145.72554,-0.84949267,23.064943,9.217205,-2.636468,-5.7427993,-2.0792978,-0.638366,6.745994,2.7888033,2.4446673,5.0832434,classical
-475.8085,141.50447,-8.465948,34.003716,0.51044387,6.037262,0.003852437,9.544265,2.1649945,7.102437,-8.052562,-0.11562485,0.76368,classical
-300.90747,161.1279,-24.245857,27.956917,-2.8630512,2.3890126,-11.268325,0.2230978,-6.8389344,6.093652,-8.139803,-1.8150442,-4.1209817,classical
-278.16513,147.88019,-31.550192,20.351751,-9.574066,-6.2306337,-13.595258,-0.6612344,-7.273572,1.0149179,-11.761826,-0.9655799,-2.2157326,classical
-278.80756,160.00061,-28.392517,23.027172,-2.7092493,3.0009243,-11.297819,-0.51610196,-11.366227,3.1746962,-5.085273,4.3480315,-4.0713315,classical
-406.84668,163.08134,-2.3728123,32.416626,7.946261,9.632712,-5.45672,9.490358,-3.060804,10.187205,-10.35241,-5.4048333,-8.054707,classical
-223.18733,163.25397,-34.412884,24.186995,-10.303666,3.2221324,-12.889323,0.80370414,-14.28119,1.6788577,-10.140899,0.23151697,-4.558466,classical
-221.30133,173.31781,-37.445778,24.355968,-8.682666,3.3846245,-12.84479,1.0788687,-15.323445,0.4238257,-9.6230135,2.2883093,-4.490512,classical
-319.2353,143.68849,-31.174318,10.929482,-5.5593967,-4.257987,-8.956228,-5.5805836,-8.02272,2.3428674,-4.480285,-0.3207867,0.96291184,classical
-366.2604,181.60039,-5.51421,26.999447,-4.8282466,4.6016793,-10.550474,0.15556988,-11.136406,3.576607,-10.338357,-1.0807842,-4.5974255,classical
-228.95596,153.91904,-30.704666,20.802929,-6.099663,1.1756067,-10.78928,-3.866134,-11.594046,0.86720824,-8.299901,-0.7155662,-3.077816,classical
-297.12802,130.24132,-30.590057,27.473572,-7.0638957,1.9754051,-11.136684,4.744581,-8.76969,5.404951,-5.3879395,4.456289,1.7435378,classical
-315.7878,149.6681,-30.549936,23.213522,-8.686289,-10.101967,-15.724107,-4.040028,-7.6393766,0.046328187,-11.144776,-7.673778,-5.867613,classical
-374.00146,172.43169,6.4013906,20.147358,5.863239,1.5984085,-6.7120857,-1.1907266,-0.28920582,0.33138135,-6.5567055,-7.3027678,-7.334053,classical
-498.6033,177.51414,11.2123165,27.632612,-2.8363297,5.0898414,-6.6001606,-1.0522397,-4.139637,-3.0476696,-9.911628,-8.576438,-9.19357,classical
-429.07135,120.76844,-1.7005684,17.942797,7.7381415,-2.0542626,-3.9395752,-2.5293143,-0.5850701,-0.80839616,-9.05951,-3.6882565,-0.9795186,classical
-309.26334,138.65692,-29.71562,33.617283,-0.36965987,5.228341,-6.3285327,3.2850165,-6.703106,-0.6884885,-13.24687,-8.538453,-9.6672,classical
-319.72226,166.00253,-11.9387,27.27777,7.8312716,1.7412491,-7.853774,-2.401125,-2.90487,-2.5207543,-11.3745775,-4.616379,-4.492808,classical
-419.33255,127.41256,-3.7806556,23.201252,-4.313285,4.0386424,-8.204688,-7.614801,-7.066255,-2.9135451,-7.399464,-5.427491,-9.091689,classical
-275.4436,125.33516,-41.033215,24.59948,-4.7629037,-4.2574043,-15.00206,-5.0420785,-4.998162,2.4723501,-10.893561,-8.0160885,-5.168352,classical
-275.9678,146.32536,-36.601395,24.209837,-2.5517092,-2.155176,-13.30885,-6.500922,-9.406593,-3.1215193,-11.546325,-4.1899295,-1.6999395,classical
